Id,Name,Total_Cost,Inspiration,Kit,Sidearm,Primary Arm,Name (from Part),Attachments (from Part),URL (from Part),Parts (from Builds),Combos (from Builds),Roles,Name (from Builds)
1,TREX Arms Loadout + Minuteman,$27044.91,https://www.trex-arms.com,"Ragnarok Holster SD,Safariland QLS (male),safariland QLS (female),UBL Mid Ride,ScalarWorks 30mm Scope Mount,EOTECH G45 Magnifier,Hesco LVL III Armor Plates Set,TREX AC1 - Carrier,Throw Lever - Mark 6 | Leupold,Leupold Mark 6 3-18x44mm Rifle Scope (34mm) M5C2 Matte",FN 509 Tactical,"The Minuteman,Slytherin (Salazar) Sleeper,Severus Sniper,Sirius Blackout,Freedom Furniture","Ragnarok Holster SD, Safariland QLS (male), safariland QLS (female), UBL Mid Ride, ScalarWorks 30mm Scope Mount, EOTECH G45 Magnifier, Hesco LVL III Armor Plates Set, TREX AC1 - Carrier, Throw Lever - Mark 6 | Leupold, Leupold Mark 6 3-18x44mm Rifle Scope (34mm) M5C2 Matte","image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/neTgn9fiP6L8PRVy0kGPwA/hxWVABQc0D_P2aXceGgBOhF1sts33Yo6yMLXUg7xMqNKg30TXJVlgd8uoPIaotuH8Bxn8ZXIQRPofJJ9eY0DX8dg7z5ttA9HcXM8StH-8WJofWbbHB8_S_RBPQdFNt2lGSw6fW3qYMDa487T5TMgIA/--ozYvCLNHcYAl9vfBE4CB_mJKXw26h0UcMBZNHJf6A),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/u8mUdpn4LigS5U2nmlRF6w/zmLIKay41bXhxc4NmEmphiISp5xvsBW11wfU76gr3y34xnydz2AiPnauxvKqKIc9_JpPaeJeMNmiot4SYeJ8c-iegYcwo2u17582LuiV9_169TvmvXffwY9by1yL_t63VcWEjCBa3RRci3gpaFlz-g/9TNO35aDvBXcJs2otU_Q9SLs5jb3HZrKbu57vXBk7dM),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/ahWHnJ15et0PKcB-HHFwmQ/3pBBvBYc7inR4BSHzwOWizBZAa1A9w2b9hjBWu5zkh1eXRZHR6be77dmL-dRBpUtVy6lruP5KmMERlVUlholzg9ZLlzX8p5ofk5ynnKwx9zcz0eKLuom57xsn5LGmHpWUwGjc9UTRlDl2CfATUzDrQ/i5686DOHpX_aDwZYH8fLtHZq-lmUy2bnh4MJGJRyuWA),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/nelVnxR6eJ5mn2o3Ex3Mvw/_HAe3ouRfmVKBwGKmO-NaCRR0gPWj9qMcDzBrCIhbwlcXoHoK13_ZLl_2hTE5p0sSoE3W9s5NW5pFBewkQMVaj__ediVdEWh0KFD7ESY33TSzrYERe_n7Lzd6zjvj6OTLEevNhVNyo0pDhsYedx1mA/8PPMRBR5z8HESwyQsm497MAi8CCz8gvULgnK3og381U),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/6UV62rT8EfsGZnRMy323nw/esxh5nAnRDbcjVqZd2k_uSjNMZhLOA3YKIEMGviXcJgExm1Huv8CZ3i5Knutg1ADvy1yIQo_JbHVoHMhZn_bhElzMdSVhsWYXrWVPKBYNgzoJ9iuNpeuRF_fYzfjcCopQ-orynE4oNBEsyRbbBgZFg/2JcDgOV5R3lQSFe3gJavHF10qB8T42gOfA43EYn3izE),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/NDECDcrUDlnC3dDLVOT4IQ/hAxrfW3ZAZvBHa-cyEgv8-WT03BA8rmxLM8gqmjvqY8detKJ2hmuh99MvGB7L4CMEErKqsaJ6JwLLZ5es7-MpTSxeVUnDMgplSn8iH-dDn9hwgxkW-xMxmsmhDkvR3AcRLnxEWQHi_bAwCKTshPXDA/awt-ZEuhXNNMEggAQjoyukzchmQlg1ExxwG4Qa3cAuk),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/i8k2Ot8jp2wDnbOF7OZvCA/kSbhELnuPtoX-UBnqCd2g6P4j0oL02vc5IPYdt74GE8NGg0P8ssX5mnLcAaYcQRh1EtkmG12LehpZ2Syn3i5fjyYer55RAXrRkTREPyBJGoiLsfenjjkVei0pee9m8l7Tis8vk_hhTBMcqNfg7Djjg/6m889qBvNDd3CQdWyOqONNRJsf0dxraMSBAl0X9mpEc),Social media image from www.leupold.com on 2022-11-22 at 10.39.58 PM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/qLuC7-ljv21roDGOmN8Q0g/-zAn2K2MggjpScixzBxABmUrEs_L1jB7wgejbV5RGMQle-e_PER3t1XWytWyvu-UI88afr5x3gzLTweZa3DWRIjAU9cITYD0A_27owVwyJ9onQ_UvAOuOuVcy_cVlGC8O8vEqSlukIu9fo6_DjkKd6rJlfYhAySTIXDqvJNRoboFXypTp9XpiRkqrtUvZV9pBEcBw8c4hYfFBaJbfHbdlA/6K5D4JvDeOQgWEbKOVP2z5loYNv7TH21mvT9B6Lcv2M),Social media image from www.mountsplus.com on 2022-11-26 at 10.21.44 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/xsxTjBgZ9W9aYabDwFrIrA/tha7mJxF_KLbEwK2DYi1V-qg6FeSBhYLIhmFznBr_Doh0yLrlb-q5HaBm7q9F4cf38SKTKCKCzFXKAi2yrKxAQkN53uDWYDdW5XyRgJGNsrSbKmD3y_fKakBFxL_ar6PePnGWXMhL9P8tTa4Xtb_rDnz_bTn6koymZZjfmcWrqXFNsXkWROfVcB7MCGnwFo6UXSnYE1HbhbMAKkx7WmoDg/EX_nvhW8HYpjymmzBfgWUvR0l7Ijc9zMTulD_EEgnIc)","https://www.trex-arms.com/store/ragnaroksd/, https://www.trex-arms.com/store/safariland-qls-male/, https://www.trex-arms.com/store/safariland-qls-female/, https://www.trex-arms.com/store/safariland-ubl-mid-ride/, https://www.trex-arms.com/store/Scalarworks-LEAP-08-30mm-Scope-QD-Mount/, https://www.trex-arms.com/store/EOTECH-G45-Magnifier/, https://www.trex-arms.com/store/hesco-3810-level-iii-plate-set/, https://www.trex-arms.com/store/T-REX-ARMS-Plate-Carrier/, https://www.leupold.com/throw-lever-mark6, https://www.mountsplus.com/leupold-mark-6-3-18x44.html","UBR Silent Capture Spring Combo,Leo Takedown,Law Tactical - Folding Stock Adapter (FDE),80% Arms Billet Lower (Blemished),V7 Enlightened Upper Receiver,Totally Titanium - LPK,Elftmann Pro Match Trigger 3.5lbs,Walker Defense Titanium BCG,Faxon ARAK-21 7.62x39 Ambi Upper Receiver - Quick Ship,Throw Lever - Mark 6 | Leupold,Sentry Strap - NeoMag,LIGHTWEIGHT M-LOK QD SLING MOUNT,""ODIN Gear Suppressor Mirage Cover. Mitigate suppressor mirage with our three-layer constructed, made in the U.S.A, suppressor cover."",Aimpoint Acro P-2 Red Dot Sight – T.REX ARMS,Scalarworks PEAK/02 folding iron sights for AR15 rifles.,Scalarworks KICK/02 offset Trijicon RMR mount.,Scalarworks KICK/03 offset Aimpoint ACRO mount.,SUPER YOTER R 3.0-12.0x50mm Compact Thermal Weapon Sight – Tech Savvy Optics,AR15/AR10 Brass Catcher - Operator STD,Throw Lever - Mark 6 | Leupold,Proof Research 6 ARC AR Type Carbon Fiber Barrel | 6 ARC,Larue 5.56 Stealth Barrel,Leo Takedown - Barrel Coupling,V Seven AR-15 Ultra-Light Lith/Alu M-Lok Handguard,Proof Research Valkryie Barrel,Superlative Arms Gas Block,""CODA Handguard 15"""""",Leo Takedown - Barrel Coupling,V-Seven Gas Tubes,Failzero .224 Valkyrie Bolt Carrier Group,Leo Takedown - Barrel Coupling,HONEY BADGER BARREL ASSEMBLY,HONEY BADGER HANDGUARD KIT,HONEY BADGER BARREL NUT,VTAC Rifle Sling,CMMG .22 LR Conversion Kit (low cap),Glock Threaded Barrel,Dead Air - Wolfman,Harris Bipod (6-9 in) Swivel,Vortex Viper PST 1-6x,EOTech Vudu,Nightforce ATACR,Bipod Adapter","Magpul Ubr Mk 2,JP Rifles Gen2 AR15 Silent Captured Spring Kit - H2,V-Seven Titanium Pivot Pins,Titanium Ambi Selector,Titanium Buffer Retainer,Ionbond Diamond Mag Release Titanium,V-Seven Takedown Pin Detent and Spring Kit,Titanium Bolt Catch,Titanium Combo Pack (Castle Nut and QD Mount)",Admin,"The Minuteman, Slytherin (Salazar) Sleeper, Severus Sniper, Sirius Blackout, Freedom Furniture"
2,Garand Thumb + Minuteman,$0.00,https://www.youtube.com/watch?v=zKZdxYMWqzw,"Crye Pants,Crye Top",,,"Crye Pants, Crye Top",,,,,Admin,
3,Night Vision (separate),$0.00,,SUPER YOTER-C Thermal Clip-On - Basic Precision,,,SUPER YOTER-C Thermal Clip-On - Basic Precision,Social media image from basicprecision.com on 2022-01-22 at 2.36.12 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/HjtGebG3O6nhvGuUI1hZLg/ImuEZoUIfnj5mTk7KcCEJ1Vv7pfNJrYgsNOh1cF94Ur791qSzjWLxe8wcmOlMlmlctdXPs7YOOrTMBiMNQ7F0w00lB-CWkP2OW6-JJAqQVSMe7ffUfAVN9oDpz0yJJF0RuCrTFTT3P9vUOJykVNvZNsddd373FpFTJgTVa94sfC5MpAnJxwFp42RJARcz21gynf7ZKUaJsPxpsPi4bQN_Q/TvTjIau5dv7wik46pyrsKDd1lQYHUsyqeA-e_rthcNk),https://basicprecision.com/products/super-yoter-c-clip-on-attachment-with-50mm-lens,,,Admin,
4,Combo - TNVC (Thermal + NV),$11000.00,,"ECOTI,Bump Helmet,PVS-14 - White Phosphor (Used)",,,"ECOTI, Bump Helmet, PVS-14 - White Phosphor (Used)",products-ECOTI_bat_af.jpg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/sR3l5TLGCg3UHg_YA4SScg/eQxsimMfsqQuXAB6GsMjMTZphahfVUYF76yOjccl3YT_bqwOUvQaWaPcFxpe96K5jpVkEAp9y1pVoGqcjxiHV4VmCidiv5ibF4P6b-eghIweh16LxHazgKN9fR5QkUO2StMF68730cn7P30vkqKV9oaLfXNE7eoVYrESS25iYJo/M1NiGeRFTBWFp-t34N9atKBIdjs0CuZFIwKBXci71_k),https://tnvc.com/shop/optics1-e-coti/,,,Admin,
5,Combo - Thermal Scope + Monocular Setup (iRay),$10195.00,,"iray Thermal Monocular RH25,SUPER YOTER C Long-Range Thermal Clip-On | Night Vision Guys",,,"iray Thermal Monocular RH25, SUPER YOTER C Long-Range Thermal Clip-On | Night Vision Guys",Social media image from nightvisionguys.com on 2023-04-28 at 6.58.18 PM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/vT64_qDkUTShQqX4xSQRKw/al9JRpOpt6zNjNOfVhUMDC6P4e9TadLNTcEEspPZw95mGdeQVMniTevYWlXcU1VmrQhe0CoT6rG9dWoBxeKfTViqxpXFEZrz0kVaPjL6IfVQWtpB0HPijWwPETZGkzKU3FZ7zy6f-DbLf8GqWbWzIFIk_VOqLucQID1ys-hFbQf5vx07hpi70YuBLRgcQoUxtc_WOuTo80fL1UGNurUDww/A76nAM_okGZXbGvqtlzUdRrJEy15JsAWxv_FXgSNBNA),"https://irayusa.com/RH25, https://nightvisionguys.com/super-yoter-c-universal-long-range-thermal-clip-on-attachment-50mm-lens-vox-640x480-core-resolution-50hz-refresh-rate",,,Admin,
6,Base Airsoft Loadout,$229.00,,"madbull c02 charger,FN 509 (Tokyo Marui FNX45)",,,"madbull c02 charger, FN 509 (Tokyo Marui FNX45)",tm-90290r-3.jpg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/JXuOvyxTk-ZeleV4YmYnCA/j7qXtW0luteXHB4WK0mlSfHWYSaI9MbV5Me8p2B_Hf1c1E0T8UEptim9oRE-z8oKtX2FdIWIWp7c8g5tSbzFyIxnMVn5IWd8WfJNUJrRRqWte9zHx7OiqG9qEpGGHMau2HBaBOiKqwnKlxTuoeko1A/lr5h1XDhmO24mqZzRydO0xEaaY7ybKupFnSLkY4-SRE),"https://www.airsoftgi.com/product/Madbull-XC04-Portable-CO2-Charger-Black-4825/
, https://www.evike.com/products/10025/",,,Admin,
7,Israeli SF Sniper Loadout,$60.00,https://www.youtube.com/watch?v=LGZu4o1CoIc,"Barret REC 10 - 7.62,""ODIN Gear Suppressor Mirage Cover. Mitigate suppressor mirage with our three-layer constructed, made in the U.S.A, suppressor cover.""",,,"Barret REC 10 - 7.62, ODIN Gear Suppressor Mirage Cover. Mitigate suppressor mirage with our three-layer constructed, made in the U.S.A, suppressor cover.",Social media image from www.odinworks.com on 2023-06-13 at 6.43.03 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/qp8q8xv2sV3ic4lVP1dwBw/O1OmoC-3o5yGs5gCt8PyDmLLIIn3EU4KBPjZvLlcRbvQd5VX6xaMsKUMpNDCBLyLpitsPCcS5o_AYIFBK9yk6L_0aFJ48Zwp2ep1UIJlrdmJ-FAc3jTqHtcTnBM1gxnMUhSYR9dJiUMikgMrOond0pHgZz54IkPuH7Kclcg_b0iq1Q50-wIFNb7Ed1tDVoFHBnr1xnhat9LOkOGuiSgIWg/9FiIn4i0KVCRR346Ll2o8jDetyft1x-kQPIgnrFbxZE),https://www.odinworks.com/odingear-suppressor-mirage-cover-p/owg-smc.htm?mc_cid=5d58b5a025&mc_eid=d0fb744fcf,,,Private,
8,The Markswoman,$3532.82,,"FANG Shooting Stabilizer | Devil Dog Concepts,SABER 5X PRISM SCOPE | High Performance Tactical Optics for Home Defense,Surefire Light",Springfield Hellcat,Cruise Cannon,"FANG Shooting Stabilizer | Devil Dog Concepts, SABER 5X PRISM SCOPE | High Performance Tactical Optics for Home Defense, Surefire Light","Social media image from devildogconcepts.com on 2022-11-23 at 3.13.48 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/WbvdJdvzSrvfn7k_DwKktA/Na_jXVZ6cqqUGw6hUwanR1yQDjRKPR1ONN-J5yM9bnsw93d-m3iNa2jJ0h3txoXY48a9IAEBOUwcVOgEQDad6pt4tRM2q9yR7jSl5lHmMDg5xQZiey5DM8Fc6hTw_THeOg46Jak02Iq3Tca7-uRsql1VQWNzIniFEEFdzHi8oj_krH0ZR6bij8UX4Du78y_7UY2QZTpTDTrjQUCvX2PaqQ/Jvl1F7p3yJ49f-QbJntEE3tKQ8zfMyRtfy3l0ovIfUg),5b414506d64d5ae7adda0ebec0f5c13e0d04d151-950x950.jpg (https://v5.airtableusercontent.com/v3/u/27/27/1712066400000/DJNOc7O0Ky_4SYWYYl-mmw/FbUqwS9j7tRClkW9AAZCebww09hWeNfHjyyrVkRRiZa8c5vZ2tTd3b7DUh6I-NBZEaw2aRVSX4pK4FU0hPb9s3ytBzhpnx0_8FCpsVVuN3Z_ODOjd8azI6XpQYPNx3XdPq4ZQ_NLN7SaRV976KZ_ohintQIBQTHGGiKcRFLrUXU8R2Q3ex8jMQTxrAJDDW17/cY52AZvEqP0vhwdOoKWZp-VG-DUlc3upEoLaTZqUJZM)","https://devildogconcepts.com/product/fang-shooting-stabilizer/, https://www.swampfoxoptics.com/saber-prism-scope-5x36","80% Arms Billet Lower (Blemished),Hard Charger - Devil Dog Concepts,Totally Titanium Upper Parts Kit (UPK),Fostech Echo Binary trigger,Totally Titanium - Barrel Parts Kit (BPK),Totally Titanium - LPK,""Coda 7"""" Handguard"",Tyrant CNC Skeletonized Grip,Aero Precision Upper Receiver XL,SBA3 Tactical Brace & Buffer - COMBO","Titanium Port Door,Titanium Port Door Rod,Walker Defense Titanium BCG,V Seven Titanium Barrel Nut,V-Seven Extreme Gas Tubes,V-Seven Titanium Pivot Pins,Titanium Ambi Selector,Titanium Buffer Retainer,Ionbond Diamond Mag Release Titanium,V-Seven Takedown Pin Detent and Spring Kit,Titanium Bolt Catch,Titanium Combo Pack (Castle Nut and QD Mount),Danny D Buffer Tube,Tubb Precision AR-15 Stainless Steel Buffer Spring,Daniel Defense Buffer H1,SBA3 PISTOL STABILIZING BRACE 5-POSITION ADJUSTABLE",Admin,Cruise Cannon
